"index","product_name","product_id","description"
"1225","Women's adidas Sport Inspired Cloudfoam Racer TR Shoes","B44728","Inspired by outdoor trail runners. These modern shoes are made for urban adventures, with a nylon build and rubber outsole inserts. The cloudfoam inside adds long-lasting comfort."
"1226","WOMEN'S ADIDAS ADVANTAGE CL QT SHOES","BB7317","Court inspiration meets female-focused style. Straight lines give these women's tennis-inspired shoes a clean and elegant look. The leather-like upper features a metallic finish and perforated 3-Stripes that bring them into the modern age."
"1227","Women's adidas Sport Inspired Questar Ride Shoes","F35036","Enjoy comfort and stability in these durable running-inspired shoes for women. They feature a sporty two-tone mesh upper and a Cloudfoam midsole that cushions every stride. The moulded heel counter offers a snug fit."
"1228","WOMEN'S ADIDAS RUNNING EDGE LUX 2 SHOES","AQ0055","Energize your run while staying comfortable with these adidas Edge Lux 2 shoes for women. They are crafted with energizing BOUNCEâ?¢ Foam midsole which makes your ride smooth and effortless and sock-like construction provides a sleek, snug fit that lets you move naturally. The Mesh upper offers maximum ventilation to the feet. Continental Rubber outsole provides best durability in high wear areas."
"1229","Women's adidas Sport Inspired VS Advantage Clean Shoes","F34440","Simple, stable and straightforward design for timeless court style. These women's tennis-inspired shoes feature perforated 3-Stripes on a nubuck-like upper for a classic look. A textile lining gives them a comfortable feel."
"1230","WOMEN'S ADIDAS SPORT INSPIRED RUN 70S SHOES","B96561","Modern design meets retro style. A two-tone knit upper with welded 3-Stripes updates the classic '70s look of these women's running-inspired shoes. A lightweight midsole provides cushioned comfort with every step."
"1231","Women's adidas Running Edge Lux Clima 2 Shoes","B96339","Designed to give you maximum airflow for warm-weather running. These neutral shoes are made of airy mesh, with a perforated tongue and sockliner. Vents in the midsole and outsole provide 360 degrees of breathability. The women's-specific design offers a dialed-in fit."
"1232","WOMEN'S ADIDAS RUNNING EDGE LUX 3 SHOES","D97112","These neutral running shoes have a women's-specific design, with a rounder heel that cradles the foot. The upper is made of lightweight stretch mesh for a barely there feel. Designed for indoor and outdoor running, the shoes feature springy cushioning to keep you comfortable over the miles."
"1233","Women's adidas Sport Inspired Lite Racer Reborn Shoes","F36651","Fresh running style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush midsole and outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides."
"1234","WOMEN'S ADIDAS SPORT INSPIRED QUESTAR FLOW SHOES","F36308","Light on your feet. Ready for the streets. These women's running-inspired shoes give the textured knit upper a modern edge with floating 3-Stripes integrated into the lacing system. Pillow-soft Cloudfoam cushioning in the combined midsole and outsole provides comfort that lasts all day long."
"1235","Women's adidas Sport Inspired Energy Cloud V Shoes","F35050","Bolster your off-road workouts in these women's light and flexible running shoes. The ventilated mesh upper offers maximum breathability, while a TPU overlay adds extra support. The responsive midsole features pillow-soft Cloudfoam cushioning for comfort with every stride."
"1236","Women's adidas Sport Inspired Grand Court Base Shoes","EE7482","A mash-up of celebrated court styles. These '70s-inspired shoes have a smooth leather-like upper. They flash perforated 3-Stripes on one side and stitched contrast 3-Stripes on the other. Ultra-soft cushioning ensures a smooth ride."
"1237","Women's Sport Inspired Advantage Base Shoes","EE7502","A court look emerges on the streets. These shoes have a sleek synthetic upper with a leather-like look and a textured rubber cupsole."
"1238","Women's adidas Running Edge Lux 3 Shoes","F36669","These neutral running shoes have a women's-specific design, with a rounder heel that cradles the foot. The upper is made of lightweight stretch mesh for a barely there feel. Designed for indoor and outdoor running, the shoes feature springy cushioning to keep you comfortable over the miles."
"1239","Women's adidas Running Asweego Shoes","F37079","Shoes with flexibility and responsiveness for multisport training. These running shoes for women have a mesh upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain."
"1240","Women's Sport Inspired Grand Court Shoes","EE8133","A '70s style reborn. These shoes take inspiration from iconic sport styles of the past and move them into the future. The shoes craft an everyday look with a leather-like upper. Signature 3-Stripes flash along the sides. Plush midsole cushioning gives comfort to every step."
"1241","Women's adidas Originals Fiorucci Falcon Shoes","G28914","Fiorucci brings its electric energy and carefree, joyful style to adidas Originals. A collaboration with the endlessly creative fashion brand, these Falcon shoes embody the fun, sassy spirit Fiorucci is known for. A Fiorucci logo embroidery stands out on the side."
"1242","Women's Sport Inspired Advantage Shoes","EE8197","A court style refashioned with a streamlined design that doesn't sacrifice stability. These women's tennis-inspired shoes introduce elevated comfort to your feet with a Cloudfoam sockliner. The smooth leather upper is punctuated with perforated 3-Stripes."
"1243","Women's adidas Sport Inspired Advantage Base Shoes","EE7511","A court look emerges on the streets. These shoes have a sleek leather-like upper punctuated with perforated 3-Stripes. The low-profile shape rides on a smooth rubber cupsole."
"1244","Women's Sport Inspired Coneo QT Shoes","EG4103","Hardcourt looks in a sleek low-profile design. These women's tennis-inspired shoes show off the iconic 3-Stripes style elevated with metallic accents."
"1245","Women's Sport Inspired Courtflash X Shoes","EH2549","Elevate your on-court look with a modern approach. These adidas tennis-inspired shoes feature printed upper that showcase your sporty style on the street. A low-profile design and a lightweight feel let you wear them every day in versatile comfort."
"1246","Women's adidas Originals Adilette Slides","EG5006","Keep it casual. These Adilette Slides are all about the easy, breezy vibes. They're made to dry quickly so your feet stay comfy straight out of the hot tub. Bonus: They're a great way to show off that pedi."
"1247","Women's Sport Inspired Courtflash X Shoes","EH2201","Elevate your on-court look with a modern approach. These adidas tennis-inspired shoes feature contrast details that showcase your sporty style on the street. A low-profile design and a lightweight feel let you wear them every day in versatile comfort."
"1248","Women's Sport Inspired Courtflash X Shoes","EH2531","Elevate your on-court look with a modern approach. These adidas tennis-inspired shoes feature contrast details that showcase your sporty style on the street. A low-profile design and a lightweight feel let you wear them every day in versatile comfort."
"1249","Women's Sport Inspired Courtflash X Shoes","EG4273","Elevate your on-court look with a modern approach. These adidas tennis-inspired shoes feature contrast details that showcase your sporty style on the street. A low-profile design and a lightweight feel let you wear them every day in versatile comfort."
"1250","Women's adidas Originals Adilette Slides","EG5005","Keep it casual. These Adilette Slides are all about the easy, breezy vibes. They're made to dry quickly so your feet stay comfy straight out of the hot tub. Bonus: They're a great way to show off that pedi."
"1251","Women's adidas Sport Inspired Courtflash X Shoes","EG4275","Elevate your on-court look with a modern approach. These adidas tennis-inspired shoes feature contrast details that showcase your sporty style on the street. A low-profile design and a lightweight feel let you wear them every day in versatile comfort."
"1252","Women's adidas Originals Nite Jogger Shoes","EE5906","The first Nite Jogger debuted in 1980, when recreational running was becoming a popular hobby. True to their origins, these shoes flash reflective details. They're made of a mix of nylon, mesh and suede and reveal a ""speed of night"" Morse code graphic on the inner tongue. Boost cushioning offers energy return with each stride."
"1253","Women's adidas Originals Falcon Shoes","EE5106","The rebellious spirit of the '90s music and fashion world brought bold lines and clashing colors. These shoes capture the flavor of that decade with aggressive, swerving shapes and a mix of soft mesh, leather and suede. The ombrÃ©-dyed upper offers a color-fade effect."
"1254","Women's adidas Originals NMD_R1 Shoes","EE5181","Taking style cues from premium technical outerwear, these women's shoes blend adidas archive heritage with modern comfort. The stretchy knit upper is accented with reflective details. EVA plugs accent the Boost midsole, adidas' most responsive cushioning ever."
"1255","Men's Sport Inspired Archivo Shoes","EG3238","Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style."
"1256","Women's adidas Originals Stan Smith Shoes","EE5864","Since it first hit the courts in the early '70s, the Stan Smith has become legendary for its timeless style. These shoes pay tribute to the iconic design by preserving the low-profile cupsole and perforated 3-Stripes. A pop of color at the heel tab completes the look."
"1257","Unisex adidas Swim Adilette TND Slides","EG1902","A reward for hard-working feet. After your gym session, slip on these shower-ready slides and prepare for the rest of your day. The ultra-soft footbed pairs with plush cushioning for unparalleled comfort."
"1258","Men's Sport Inspired Nebzed Shoes","EH2552","Bring athletic spirit to the streets. These shoes have a sporty foundation with a stylish finish. A soft midsole cushions each step so you stay comfortable and motivated every day. The mesh and neoprene upper has welded 3-Stripes that nod to adidas' DNA."
"1259","Men's Sport Inspired Archivo Shoes","EG8587","Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style."
"1260","Men's Sport Inspired Nebzed Shoes","EG3705","Bring athletic spirit to the streets. These shoes have a sporty foundation with a stylish finish. A soft midsole cushions each step so you stay comfortable and motivated every day. The mesh and neoprene upper has welded 3-Stripes that nod to adidas' DNA."
"1261","Men's adidas Running Asweerun Shoes","EG3173","Aspire to greatness. These running shoes are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step."
"1262","Men's Sport Inspired Nebzed Shoes","EG3693","Bring athletic spirit to the streets. These shoes have a sporty foundation with a stylish finish. A soft midsole cushions each step so you stay comfortable and motivated every day. The mesh and neoprene upper has welded 3-Stripes that nod to adidas' DNA."
"1263","Men's Sport Inspired Nebzed Shoes","EG3691","Bring athletic spirit to the streets. These shoes have a sporty foundation with a stylish finish. A soft midsole cushions each step so you stay comfortable and motivated every day. The mesh and neoprene upper has welded 3-Stripes that nod to adidas' DNA."
"1264","Women's adidas Swim Eezay Slippers","CL0244","Lightweight and comfortable, these women's thong sandals are your go-to for the beach. Designed with a classic thong construction, they feature a soft footbed and lining so you can wear them all day."
"1265","Women's ADIDAS SWIM BRIZO 4.0 SLIDES","CJ0874","The simple and stylish adidas Brizo 4.0 slippers for women. Crafted with premium Synthetic, these thongs are perfect for all kind of outfits. Synthetic straps and thong construction allows additional comfort. Lightweight EVA for comfort with Die-cut Rubber outsole keep it durable."
"1266","Women's adidas Swim Eezay Flip-Flops","F35030","These women's classic flip-flops offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette."
"1267","Men's Running FluidFlow Shoes","EG3666","Trail, track or treadmill. Get your miles in wherever you can. The venue may change, but the outcome stays the same. Sanity, with a side of sore glutes. The innovative upper of these adidas Fluidflow Shoes moulds to your natural movement, so you can push farther, faster."
"1268","Men's Running Nova Flow Shoes","EH1856","Cushion your every step in lightweight comfort. These adidas running shoes feature a breathable mesh upper and ultra-soft midsole cushioning to soften your stride. A durable outsole grips uneven surfaces so you can run with confidence, regardless of the terrain."
"1269","Women's adidas Swim Eezay Slippers","CL0211","Lightweight and comfortable, these women's thong sandals are your go-to for the beach. Designed with a classic thong construction, they feature a soft footbed and lining so you can wear them all day."
"1270","Men's Sport Inspired Phosphere Shoes","EG3491","Seek new experiences. These shoes combine an eye-catching look with plush comfort. A seamless circular knit upper supports the foot while the ultra-soft midsole provides cloud-like cushioning. The colored rubber outsole and 3-Stripes on the sides make a strong visual statement."
"1271","WOMEN'S ADIDAS SWIM EEZAY DOTS FLIP-FLOPS","B23738","These women's classic flip-flops offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette."
"1273","Men's adidas Sports Inspired Lite Racer 2.0 Shoes","EG3282","The ultra-lightweight build of these shoes takes a running-inspired style to the streets. A breathable mesh upper gives you lasting comfort and a soft midsole cushions each step. Seamless 3-Stripes flash your adidas pride."
"1274","Men's Running Nova Flow Shoes","EH1855","Cushion your every step in lightweight comfort. These adidas running shoes feature a breathable mesh upper and ultra-soft midsole cushioning to soften your stride. A durable outsole grips uneven surfaces so you can run with confidence, regardless of the terrain."
"1275","UNISEX ADIDAS ORIGINALS SKATEBOARDING 3MC SHOES","B22705","Combining skate-friendly design with a clean, classic profile, these shoes are in their element on or off the board. Their highly versatile style is rider-friendly, with a reinforced canvas upper and an ultra-flexible Geoflex outsole that moves naturally with your foot and has great board feel."
"1276","Women's adidas Originals Sambarose Shoes","EE6743","First introduced in the 1950s, the Samba is one of adidas' most iconic sneakers. These shoes take the classic shape in a fresh, feminine direction with a shiny metallic finish. Platform soles give you a little extra height. The supple leather upper hugs your feet."
"1277","Unisex adidas Originals Skateboarding Sabalo Shoes","EE6122","These lightweight canvas skate shoes feature design details inspired by the wide-angle fisheye lens that gave skateboarding its unique visual style. The breathable shoes have a cushioned sockliner for superior comfort. A foxing-wrapped vulcanized rubber outsole provides exceptional board feel."
"1278","Unisex adidas Originals Skateboarding Adi-Ease Shoes","EE6121","Built for durability without sacrificing style, these classic skate shoes can handle any session. They ride on a vulcanized rubber outsole that's grippy and flexible so you stick to your board. A two-tone canvas upper helps you stand out at the park or on the street."
"1279","Men's Sport Inspired Glarus Shoes","CM4981","The adidas Glarus running-inspired shoes for men with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground."
"1280","Men's Running Staredge Shoes","CM4658","These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile upper that wraps around the midfoot to give you stability where you need it most."
"1281","Men's Sports Inspired Lite Racer 2.0 Shoes","EG3283","The ultra-lightweight build of these shoes takes a running-inspired style to the streets. A breathable mesh upper gives you lasting comfort and a soft midsole cushions each step. Seamless 3-Stripes flash your adidas pride."
"1282","Men's Running Staredge Shoes","CM4659","These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile upper that wraps around the midfoot to give you stability where you need it most."
"1283","Women's adidas Running Edge Lux 3 Shoes","F36671","These neutral running shoes have a women's-specific design, with a rounder heel that cradles the foot. The upper is made of lightweight stretch mesh for a barely there feel. Designed for indoor and outdoor running, the shoes feature springy cushioning to keep you comfortable over the miles."
"1284","WOMEN'S ADIDAS SPORT INSPIRED COURTSET SHOES","AW4209","Court-inspired style meets street-ready fashion. These women's tennis-inspired shoes feature a classic design with a soft suede upper and a rubber cupsole with a vulcanised look."
"1285","Women's adidas by Stella Mccartney Running PulseBoost HD Shoes","G25877","Sprint toward the finish line of your 10K in these adidas by Stella McCartney running shoes. The lightweight, perforated rubber outsole helps propel you forward with rapid acceleration. Every step is charged with energy-returning cushioning."
"1286","Men's Running Equil Shoes","CM4855","A well cushioned shoe with a fresher look that will appeal to young runners. Features Textile-Mesh upper for maximum ventilation, Cloudfoam midsole cushions each step so you stay comfortable and motivated every day and durable Rubber outsole for long-lasting wear."
"1287","Women's adidas Tennis Courtsmash Shoes","EE8452","Take to the court with confidence in these women's tennis shoes. Designed for the casual player, they feature a durable and stable leather upper with mesh at the heel. Lightweight cushioning keeps you comfortable during long rallies, while a rubber outsole delivers strong grip."
"1288","Men's Running Hellion Z Shoes","CM4813","The Hellion Z Running shoes for men with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable, non slippery, blown out one piece super grip EVA midsole and Rubber outsole ensures maximum stability and grip on the ground."
"1289","Women's adidas Running Duramo 9 Shoes","EE8351","These women's neutral running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride."
"1290","Women's adidas by Stella Mccartney Running PulseBoost HD Shoes","G28329","Sprint toward the finish line of your 10K in these adidas by Stella McCartney running shoes. The lightweight, perforated rubber outsole helps propel you forward with rapid acceleration. Every step is charged with energy-returning cushioning."
"1291","Men's Running Thrum Shoes","CM4857","These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile, mesh and synthetic upper along with Cloudfoam midsole provides optimum cushioning where you need it most and durable Rubber outsole for long-lasting wear."
"1292","Men's adidas Running Spartum Shoes","CM4900","Great everyday trainer for modern runner to go that extra mile. They have a knit-mesh upper, EVA midsole and Rubber outsole provide comfort and support to their every step."
"1293","Men's adidas Running Spartum Shoes","CM4899","Great everyday trainer for modern runner to go that extra mile. They have a knit-mesh upper, EVA midsole and Rubber outsole provide comfort and support to their every step."
"1294","Men's Running Spartum Shoes","CM4901","Great everyday trainer for modern runner to go that extra mile. They have a knit-mesh upper, EVA midsole and Rubber outsole provide comfort and support to their every step."
"1295","Men's adidas Running Jerzo Shoes","CM4830","These men's running shoes keep you comfortable so you stay focused on your goals. They feature breathable mesh upper with a supportive cage that wraps around the midfoot to give you stability where you need it most and durable Rubber outsole for long-lasting wear."
"1296","Women's adidas Running Solar Drive 19 Shoes","EF0778","Feel confident on your daily run. These women's shoes have a breathable mesh upper that's designed for an irritation-free fit. A Solar Propulsion Rail helps to guide the foot from touchdown to toe-off. Responsive cushioning returns energy to your stride."
"1297","Women's adidas Running Solar Drive 19 Shoes","EF0780","Feel confident on your daily run. These women's shoes have a breathable mesh upper that's designed for an irritation-free fit. A Solar Propulsion Rail helps to guide the foot from touchdown to toe-off. Responsive cushioning returns energy to your stride."
"1298","Women's adidas Running SenseBounce+ Street Shoes","G27270","These dynamic running shoes for men offer outstanding traction, cushioning and fit that's tailored to the streets. It's built using 3D moulding that follows the shape of the foot for a supportive, locked-in feel. A wide forefoot delivers increased surface contact for added stability, and a grippy rubber outsole is ideal for dodging urban obstacles."
"1299","Women's adidas Running Edge Lux 3 Shoes","EF1233","These neutral running shoes have a women's-specific design, with a rounder heel that cradles the foot. The upper is made of lightweight stretch mesh for a barely there feel. Designed for indoor and outdoor running, the shoes feature springy cushioning to keep you comfortable over the miles."
"1300","Men's Running Lace It Shoes","CM4878","These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile mesh upper along with Cloudfoam midsole provides optimum cushioning where you need it most and durable Rubber outsole for long-lasting wear."
"1301","Men's adidas Running Lace It Shoes","CM4877","These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile mesh upper along with Cloudfoam midsole provides optimum cushioning where you need it most and durable Rubber outsole for long-lasting wear."
"1302","Women's adidas Running SenseBounce+ Street Shoes","G27272","These dynamic running shoes for men offer outstanding traction, cushioning and fit that's tailored to the streets. It's built using 3D moulding that follows the shape of the foot for a supportive, locked-in feel. A wide forefoot delivers increased surface contact for added stability, and a grippy rubber outsole is ideal for dodging urban obstacles."
"1303","Men's Running Kalus 1.0 Shoes","CM4862","A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear."
"1304","Men's Sport Inspired Glarus Shoes","CM4979","The adidas Glarus running-inspired shoes for men with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground."
"1305","Women's adidas Running Solar Boost 19 Shoes","EF1416","Go the distance in these women's shoes designed for long runs. The breathable mesh upper features reinforced zones for targeted support, and the Torsion System delivers a smooth ride. Built with our most responsive cushioning ever, the shoes return energy to your stride mile after mile."
"1306","Women's adidas Sport Inspired Hoops 2.0 Shoes","EE7897","A classic high top style gets transformed into a modern look. These shoes infuse hoops DNA into the low top build to bring a basketball-inspired style to a minimalist silhouette. The leather-like upper has a breathable mesh collar, and a cushioned sockliner gives you an extra touch of comfort throughout the day. Features eye-catching print on heel."
"1307","Men's adidas Sport Inspired Throb Shoes","CM4884","A fusion of modern comfort and adidas running roots. Breathable mesh upper for maximum ventilation and a cushioned EVA midsole and outsole."
"1308","Women's adidas Running Alphabounce+ Parley Shoes","G28373","Choose to be better every day. These running shoes feature forging in key areas to deliver reinforcement and an unrestricted fit. A wide forefoot platform supports multidirectional movement. The shoes are made with Parley Ocean Plasticâ?¢ yarn that's sourced from recycled plastic."
"1309","Men's Running RapidUs Shoes","CM4842","These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile upper that wraps around the midfoot to give you stability where you need it most. Built to keep you running in comfort, these men's shoes have a CLOUDFOAM midsole for responsive cushioning."
"1310","Women's adidas Running Solar Blaze Shoes","EF0822","Everything you need for a great run. These shoes have a breathable mesh upper with strategically placed support and flexible cushioning for a bouncy ride. A durable rubber outsole delivers reliable traction over long distances."
"1311","Men's adidas Running Thrum Shoes","CM4860","These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile, mesh and synthetic upper along with Cloudfoam midsole provides optimum cushioning where you need it most and durable Rubber outsole for long-lasting wear."
"1312","Men's adidas Sport Inspired Runigma Shoes","CM4929","These men's running-inspired shoes keep you comfortable all day long. They feature a textile upper and a supportive cage that wraps around the midfoot to give you stability where you need it most."
"1313","Women's adidas Running Edge Lux 3 Shoes","G28560","These neutral running shoes have a women's-specific design, with a rounder heel that cradles the foot. The upper is made of lightweight stretch mesh for a barely there feel. Designed for indoor and outdoor running, the shoes feature springy cushioning to keep you comfortable over the miles."
"1314","MEN'S ADIDAS ORIGINALS SKATEBOARDING SEELEY SHOES","AQ8528","Old-school skate style graduates to a new look and feel. These shoes boast a smooth, abrasion-resistant upper that stands up to abuse and a lightly padded mid-top cut for better ankle protection and support. A vulcanized rubber outsole sticks to your board for great control."
"1315","Women's adidas Running Edge Flex Shoes","G28208","From the streets to the gym, these versatile running shoes for women are up for anything. They feature a breathable mesh upper with an articulated heel cuff for outstanding fit and reduced slipping. Support zones around the forefoot and ankle add stability for lateral moves, and flex grooves in the outsole offer natural motion and a barely-there feel."
"1316","Men's adidas Originals Gazelle Low Shoes","BB5476","Streamlined and sleek, these adidas Originals Gazelle shoes for men. Soft Suede-Leather upper offers luxurious feel while removable inlay offers unique comfort to your insole. It comes with 3 stripes on the sides and extra lace."
"1317","MEN'S ADIDAS ORIGINALS X_PLR SHOES","CQ2405","Explore the urban landscape in clean style and supreme comfort. The minimalist X_PLR shoes keep the look sleek and simple. The lightweight, mesh-lined knit upper is accented with nubuck overlays and a contrast saddle that integrates with the speed lacing system."
"1318","Women's adidas Running Edge Flex Shoes","G28209","From the streets to the gym, these versatile running shoes for women are up for anything. They feature a breathable mesh upper with an articulated heel cuff for outstanding fit and reduced slipping. Support zones around the forefoot and ankle add stability for lateral moves, and flex grooves in the outsole offer natural motion and a barely-there feel."
"1319","Men's adidas Sport Inspired Kaptur Shoes","CL7580","These lightweight running-inspired shoes for men give all round comfort, cushioning, durability & support in a simplistic design. The two-tone mesh upper ensure breathability and durability. Lightstrike EVA midsole gives you cushioning you need everyday and Rubber outsole provides durability."
"1320","Men's adidas Running Galaxy Trail Shoes","B43687","Take to the trails with plush comfort and maximum breathability. These men's running shoes have an air mesh and synthetic upper for continued airflow through any distance. A Cloudfoam midsole provides pillowy cushioning over any terrain, and a grippy outsole grabs uneven surfaces with ease."
"1321","MEN'S ADIDAS ORIGINALS GAZELLE SHOES","B41645","Streamlined and sleek, these adidas Originals Gazelle shoes for men. Soft Suede-Leather upper offers luxurious feel while removable inlay offers unique comfort to your insole. It comes with 3 stripes on the sides and extra lace."
"1322","Women's adidas Originals SUPERSTAR CUT OUT Low Shoes","BY2120","The iconic shell-toe look began as a star on the basketball court before crossing over into the realm of hip-hop footwear legend. These women's shoes give the heritage pair a new twist. The upper is cut from two layers of leather that overlap to create an eye-catching geometric pattern. It's capped off with the authentic rubber toe and cupsole."
"1323","Women's adidas ORIGINALS STAN SMITH Low Shoes","B24105","Stylish and distinctly designed adidas Originals Stan Smith shoes for women. Featuring a Leather toe, this footwear offers you brand new style and approach. Leather upper along with padded collar and Perforated 3-Stripes on the sides provide enhanced comfort and style."
"1324","MEN'S ADIDAS SPORT INSPIRED LITE RACER CLN SHOES","B96568","A flashy racer style in a sleek package. A sandwich mesh upper gives these running-inspired shoes an airy feel. Tongue and heel pulls allow for easy on and off. Lightweight cushioning offers superior comfort."
"1326","Unisex Originals CRAIG GREEN KONTUUR II SHOES","FV7826","Go for the unexpected. British designer Craig Green brings dramatic style and distinct whimsy to his collaboration with adidas. The Kontuur II shoes blend his signature quilted design with the sculpted look of an adidas OZWEEGO outsole to create an imaginative style that's rich in texture."
"1327","Unisex adidas Swim Adissage Slides","F35580","After-workout rejuvenation for hardworking feet. These soft slides have an adjustable bandage-style upper and a plush, cushioned midsole. Massage nubs along the footbed provide relief with every step."
"1328","Unisex Originals CRAIG GREEN KONTUUR II SHOES","FV7825","Go for the unexpected. British designer Craig Green brings dramatic style and distinct whimsy to his collaboration with adidas. The Kontuur II shoes blend his signature quilted design with the sculpted look of an adidas OZWEEGO outsole to create an imaginative style that's rich in texture."
"1329","MEN'S ADIDAS ORIGINALS CONTINENTAL 80 SHOES","G27707","Steeped in nostalgia, the Continental 80 captures the retro look of indoor trainers from the early 1980s. The leather shoes feature a swooping two-tone stripe and a distinctive split rubber cupsole that's built for a comfortable, flexible feel."
"1330","Unisex adidas Originals By Alexander Wang B-Ball Soccer Shoes","EE8498","Sweat it out with Alexander Wang. The designer embraces a nostalgic workout aesthetic with performance-inspired garments that can be worn to the club or the gym. These shoes meld football and basketball style elements. Boost in the midsole gives responsive, comfortable cushioning."
"1331","Men's adidas Originals Continental 80 Shoes","FV4631","Cold outside? No problem. These adidas Continental 80 Shoes look chill while they keep you warm. The Originals court classics have a synthetic nubuck upper and fleece lining, so your toes stay toasty no matter the temp."
"1332","Men's adidas Originals U_Path Run Shoes","EE4465","A dash of retro. A dash of modern. Slide into these adidas U_Path Run Shoes and your street-style game is on. With a sleek feel and futuristic look, the mesh knit upper has a bungee heel overlay for comfortable, stretchy, all-day support. Check out the innovative lacing system inspired by '70s D-ring designs."
"1333","Men's adidas Sport Inspired Lite Racer CLN Shoes","EE8138","Designed with sleek lines for a minimalist look, these shoes have a light and breathable mesh upper. Pillowy cushioning delivers comfort that lasts all day."
"1334","Unisex Originals CRAIG GREEN KONTUUR I SHOES","FV4419","Live for the unpredictable. London-born designer Craig Green brings unexpected whimsy and dramatic style to his collaboration with adidas. The Kontuur I shoes blend his signature quilted design with an adidas Kamanda outsole to create an inventive style that's rich in texture."
"1335","Kids-Unisex adidas Originals U_Path Run Shoes","G28116","The U_Path runner offers a sleek combination of retro and modern. These kids' shoes are built of soft, breathable mesh for everyday wear. The unique D-ring lacing system is inspired by a '70s running sneaker design. A bungee heel piece adds support while a lightweight EVA midsole adds all-day wearability."
"1336","Women's adidas Sport Inspired VL Court 2.0 Shoes","B42315","A skate look with smooth style. The sleek leather upper of these shoes shows off a textured design on the toe and sporty 3-Stripes. A cushioned sockliner provides comfort throughout the day."
"1337","Women's adidas by Stella Mccartney Running UltraBoost Shoes","EE9574","Fuel each mile with confidence. A collaboration with Stella McCartney, these running shoes deliver unparalleled support and comfort. The flexible upper and outsole adapt to the motion of your foot. Energy-returning cushioning propels every step."
"1338","Men's adidas Originals Continental Superstar Shoes","EG4960","These trainers born in the '70s keep the look classic with a coated leather upper. They feature all the authentic details, including zigzag edging on the 3-Stripes and the signature rubber shell toe."
"1339","Women's adidas Sport Inspired VL Court 2.0 Shoes","EE6803","A laid-back cruiser for everyday wear. These skate-inspired shoes feature a suede upper with graphic-print 3-Stripes. An ultra-soft sockliner adds lightweight cushioning, and a rubber cupsole provides grip."
"1340","Men's adidas Originals X_PLR S Shoes","EF5506","See the city by foot in the X_PLR S. These adidas shoes take the original X_PLR a step further with fresh overlays and a sculpted midsole. Soft EVA cushioning keeps your feet feeling fantastic, even when you're pounding the toughest pavement."
"1341","Women's adidas Running Edgebounce 1.5 Shoes","G28428","Whether your run takes you indoors or out, these go-to shoes have you covered. An internal fit system is attached to the sockliner, allowing you to loosen or tighten the fit for customised comfort. The women's-specific design features a wide forefoot and heel platform for enhanced stability while running or cross training."
"1342","Men's adidas Originals Swift Run Shoes","EF5440","Casual day? Simple choice. Lace up your adidas Swift Run Shoes for an effortless everyday look. Pair them up with whatever you're wearing, and treat your feet to a soft feel and cushy ride. The knit upper feels like clothes for your feet. Super-light cushioning keeps you comfy while you dominate the daily grind."
